Hour	Fe	CaO	SiO2	MgO	MnO	Al2O3	Tonnes
1483	28.36	13.1	4.05	3.98	2.07	0.78	267
1484	27.23	13.18	5.67	3.87	2.05	1.13	252
1485	30.32	10.12	5.28	3.77	2.26	1.13	359
1486	30.72	9.44	5.45	3.56	2.35	1.17	340
1487	31.43	8.74	5.22	3.49	2.40	1.11	325
1488	33.91	6.03	5.02	3.75	2.63	1.07	376
1489	33.09	6.63	5.5	3.65	2.60	1.21	463
1490	32.99	7.04	5.15	3.87	2.61	0.99	481
1491	30.02	9.83	4.97	4.4	2.45	1.03	260
1492	34.3	5.45	5.67	3.48	2.70	1.36	324
1493	32.96	7.51	4.83	3.73	2.57	1.07	412
1494	34.45	6.02	4.55	3.73	2.71	1	414
1495	34	6.21	5.13	3.7	2.62	1.06	352
1496	31.92	8.42	5.24	3.79	2.52	1	183
1497	32.03	8.48	4.42	4.02	2.47	0.98	394
1498	32.81	7.6	4.49	4.01	2.56	0.93	433
1499	31.93	9.36	3.52	4.08	2.43	0.74	347
1500	33.07	7.87	3.55	4.12	2.48	0.75	399
1501	32.96	7.87	3.07	4.54	2.58	0.79	366
1502	33.64	7.04	3.51	4.36	2.63	0.77	414
1503	31.79	9.2	3.38	4.41	2.45	0.68	318
1504	31.4	9.67	3.68	4.29	2.40	0.74	415
1505	31.68	9	3.7	4.37	2.43	0.8	504
1506	32.11	8.81	3.52	4.22	2.45	0.73	462
1507	32.69	7.75	4.2	4.07	2.53	0.97	296
1508	30.55	9.02	6.08	3.92	2.41	1.14	371
1509	33.22	7.46	4.68	3.66	2.61	0.91	361
1510	33.29	7.69	3.65	4	2.62	0.75	404
1511	32.8	7.63	4.03	4.07	2.61	0.82	371
1512	33.83	6.47	4.46	3.69	2.72	1.13	333
1513	34.51	5.57	4.88	3.75	2.70	1.07	412
1514	32.95	7.38	4.08	4.23	2.62	0.88	472
1515	29.87	8.31	7.75	4.05	2.41	1.41	238
1516	33.9	6.38	4.82	3.7	2.66	0.96	316
1517	34.17	6.2	4.6	3.74	2.67	0.97	414
1518	32.83	7.19	5.49	3.74	2.56	1.26	314
1519	32.04	9.18	3.86	4.12	2.52	0.95	334
1520	31.07	9.1	4.42	4.42	2.48	1.24	435
1521	30.76	9.38	4.02	4.74	2.45	1.13	436
1522	30.46	9.62	4.86	4.3	2.32	1.22	399
1523	31.97	8.59	5.01	3.81	2.40	0.95	288
1524	33.76	5.94	5.83	3.8	2.63	0.93	386
1525	33.71	6.9	4.61	3.8	2.57	0.77	500
1526	35.06	4.86	5.17	3.7	2.58	1.03	274
1527	36.02	4.15	4.82	3.67	2.62	0.95	279
1528	35.33	4.48	5.27	3.72	2.57	1.14	331
1529	33.71	6.06	5.53	3.79	2.56	1.09	355
1530	34.71	4.61	5.9	3.6	2.62	1.23	282
1531	34.59	3.79	7.77	3.37	2.56	1.18	132
1532	35.63	4.3	5.1	3.43	2.72	1.06	328
1533	34.62	5.4	4.54	3.89	2.66	0.92	406
1534	33.62	6.27	5.72	3.62	2.54	1.1	331
1535	31.15	8.6	6.1	3.49	2.45	1.43	375
1536	32.05	8.46	3.38	4.25	2.49	0.99	158
1537	32.9	7.29	5.07	3.76	2.54	1.12	364
1538	31.96	8.36	5.06	3.61	2.54	1.03	420
1539	34	5.42	5.46	3.77	2.62	1.26	359
1540	32.36	7.44	4.52	4.16	2.56	1.22	514
1541	34.75	5.09	5.1	3.73	2.75	1.25	500
1542	35.32	5.14	3.99	3.8	2.76	1.15	237
1543	34.88	5.72	3.65	3.8	2.79	1	320
1544	34.38	5.78	4.25	3.79	2.71	1.04	460
1545	33.77	6.97	4	3.7	2.67	0.94	433
1546	34.5	6.29	4.22	3.65	2.71	0.88	185
1547	31.57	8.45	4.87	4.1	2.57	0.97	319
1548	33.01	7.44	4.2	3.94	2.57	0.96	454
1549	32.81	6.71	5.4	3.73	2.54	1.53	341
1550	34.67	6.32	3.53	3.79	2.76	0.78	300
1551	34.48	6	4.32	3.72	2.72	1.07	322
1552	33.1	7.2	4.22	4	2.61	1.18	424
1553	31.87	8.16	4.49	4.26	2.50	1.15	458
1554	34.63	5.47	4.97	3.71	2.69	1	353
1555	34.92	5.17	4.88	3.63	2.70	0.88	285
1556	34.44	4.99	6.23	3.46	2.69	1.1	340
1557	30.19	9.74	4.94	4.09	2.54	1.04	342
1558	30.63	10.3	4.64	3.52	2.43	0.91	344
1559	31.73	8.94	3.68	4.43	2.56	0.78	176
1560	32.08	8.33	4.92	3.92	2.56	0.87	282
1561	29.5	11.09	5.9	3.38	2.38	0.93	363
1562	32.52	7.32	5.66	3.59	2.58	1.29	255
1563	36.16	4.13	4.69	3.41	2.79	0.91	40
1564	31.87	7	7.16	3.39	2.54	1.57	212
1565	33.38	5.88	6.18	3.65	2.65	1.23	282
1566	31.66	8.51	4.44	4.38	2.52	0.98	288
1567	34.62	6.18	3.61	3.81	2.74	0.79	322
1568	33.36	6.55	5.48	3.8	2.67	1.02	419
1569	32.82	6.76	5.89	3.76	2.63	1.01	353
1570	31.43	8.15	6.09	3.72	2.56	1.18	324
1571	33.98	6.37	4.4	3.7	2.75	0.99	288
1572	33.16	6.76	5.28	3.85	2.67	1.01	401
1573	31.61	8.56	5.7	3.49	2.56	1.27	487
1574	29.14	10.83	5.81	3.91	2.41	1.33	279
1575	29.38	10.53	5.47	3.97	2.44	1.31	310
1576	31.05	8.75	5.51	3.99	2.53	1.25	504
1577	30.09	9.85	5.68	3.91	2.50	1.26	453
1578	30.91	9.06	5.15	4.06	2.57	1.15	326
1579	31.99	8.83	4.37	3.79	2.63	0.94	294
1580	32.76	7.84	4.09	3.92	2.67	1	282
1581	28.3	12.28	5.04	3.78	2.32	1.1	288
1582	27.47	12.95	5.6	3.79	2.27	0.97	234
1583	27.79	13.12	4.68	3.91	2.27	0.94	367
1584	27.84	12.78	4.9	4	2.35	0.95	409
1585	28.7	11.82	4.88	3.95	2.39	0.96	359
1586	30.7	9.8	4.51	3.91	2.54	0.9	299
1587	28.95	11.32	5.04	4.09	2.43	1	429
1588	29.96	9.97	5.98	3.75	2.44	1.19	363
1589	30.93	9.03	5.83	3.56	2.49	1.23	266
1590	31.74	7.42	6.91	3.51	2.60	1.32	200
1591	30.87	7.33	7.46	3.68	2.52	1.96	246
1592	31.88	7.02	6.43	3.83	2.57	1.35	234
1593	31.64	7.55	6.07	3.86	2.57	1.51	263
1594	33.54	6.2	4.98	3.68	2.53	1.41	160
1595	34.06	5.57	5.16	3.54	2.57	1.36	129
1596	34.58	5.98	4.34	3.42	2.71	1.2	92
1597	34.47	5.7	4.76	3.5	2.72	1.14	154
1598	33.33	6.53	5.72	3.28	2.70	1.21	135
1599	30.36	9.03	4.96	4.23	2.34	1.33	30
1600	30.9	8.42	5.7	4.03	2.35	1.55	144
1601	31.15	7.51	6.26	3.9	2.31	1.83	336
1602	31.26	8.43	5.09	4.12	2.32	1.47	239
1603	33.81	7.56	3.31	4.02	2.57	0.63	159
1604	28.38	9.69	6.87	4.13	2.14	2.37	341
1605	30.82	8.78	5.05	4.29	2.30	1.56	428
1606	30.36	9.18	5.21	4.15	2.31	1.79	244
1607	31.17	9.66	2.98	4.39	2.45	0.97	285
1608	30.96	9.02	4.43	4.38	2.29	1.28	327
1609	29.43	10.98	4.47	4.02	2.27	1.31	440
1610	31.39	8.17	5.42	3.99	2.40	1.5	288
1611	33.29	6.84	4.88	3.6	2.62	1.09	226
1612	31.6	8.05	5.84	3.63	2.45	1.55	286
1613	34.04	6.52	4.75	3.5	2.60	0.94	187
1614	32.88	7.56	4.55	3.65	2.54	1.02	208
1615	34.1	6.78	3.81	3.64	2.57	0.92	185
1616	31.68	8.87	3.93	3.89	2.41	1.21	265
1617	36.61	4.94	3.04	3.81	2.87	0.62	139
1618	35.23	6.01	2.79	4	2.71	0.68	146
1619	35.46	6.03	2.17	4.1	2.76	0.56	139
1620	36.02	5.71	2.22	3.93	2.85	0.55	135
1621	34.72	6.57	2.65	4.04	2.78	0.58	135
1622	31.04	8.9	4.55	4.34	2.52	1.12	376
1623	31.46	8.55	4.62	4.27	2.45	1.19	257
1624	32.76	7.29	4.56	3.81	2.53	1.23	266
1625	32.38	8.01	4.09	3.9	2.47	1.1	270
1626	33.13	7.19	3.98	3.87	2.56	1.06	151
1627	33.33	6.93	4.78	3.85	2.54	1.02	199
1628	33.27	7.03	5.02	3.66	2.52	0.94	318
1629	33.84	6.26	5.33	3.51	2.57	1.05	315
1630	32.89	7.43	5.03	3.46	2.60	0.9	258
1631	33.15	6.75	5.17	3.74	2.60	0.93	315
1632	34.79	5.64	4.51	3.58	2.69	0.77	236
1633	33.31	6.66	5.54	3.62	2.48	0.85	197
1634	35.28	4.82	5.07	3.45	2.72	0.72	300
1635	35.49	4.85	4.89	3.6	2.67	0.61	124
1636	36.88	4.12	3.85	3.35	2.81	0.67	217
1637	34.66	5.75	4.19	3.92	2.71	0.7	165
1638	34.22	6.69	3.6	4	2.60	0.59	282
1639	33.39	7	4.85	3.74	2.53	0.73	292
1640	34.45	7.08	2.71	3.97	2.62	0.44	134
1641	34.25	6.71	3.59	4.03	2.63	0.58	266
1642	34.22	6.55	4.2	3.82	2.62	0.6	359
1643	35.49	6.12	2.28	4.08	2.76	0.53	133
1644	36.62	5.13	2.23	3.87	2.87	0.5	147
1645	35.81	5.94	2.48	3.89	2.76	0.66	161
1646	34.08	7.19	2.34	4.66	2.56	0.52	143
1647	36.28	5.38	2.06	4.15	2.70	0.48	201
1648	35.07	5.85	3.73	3.88	2.61	0.71	343
1649	33.62	7.27	3.42	4.3	2.52	0.61	278
1650	34.47	7.15	2.17	4.3	2.53	0.52	101
1651	29.3	11.72	2.98	4.7	2.31	0.53	83
1652	35.9	5.65	2.97	3.86	2.62	0.56	165
1653	34.78	5.74	4.54	3.73	2.58	0.62	361
1654	35.4	5.81	4.04	3.53	2.69	0.66	281
1655	34.42	6.47	4.03	3.84	2.61	0.6	263
1656	34.61	6.04	4.76	3.65	2.62	0.81	388
1657	34.45	5.98	4.95	3.54	2.57	0.74	372
1658	34.72	5.73	4.56	3.8	2.61	0.67	224
1659	33.1	7.82	3.69	4.1	2.52	0.65	199
1660	35.75	4.57	4.87	3.58	2.62	0.65	150
1661	32.89	7.99	3.97	4.03	2.56	0.69	234
1662	33.12	7.55	4.04	4.11	2.56	0.74	256
1663	32.77	7.88	4.15	4.01	2.57	0.67	351
1664	33.18	7.28	4.76	3.73	2.50	0.9	341
1665	32.57	8.53	3.86	4.17	2.49	0.63	249
1666	32.02	9.04	3.56	4.32	2.43	0.69	230
1667	31.05	9.68	5.06	3.8	2.35	0.68	255
1668	32.94	7.66	4.52	4.02	2.48	0.65	208
1669	33.29	7.8	3.54	4.1	2.53	0.49	188
1670	34.73	6.14	3.97	3.87	2.67	0.63	339
1671	33.46	7.95	3.49	3.92	2.54	0.58	258
1672	34.32	6.07	5.04	3.53	2.61	0.72	294
1673	35.26	6.03	3.22	3.9	2.67	0.63	210
1674	29.9	10.3	3.45	5.33	2.50	0.89	382
1675	28.06	11.99	3.25	5.65	2.40	0.85	376
1676	34.84	5.8	3.88	4.04	2.83	0.86	75
1677	33.79	5.85	6.77	3.38	2.62	1.02	255
1678	35.29	4.93	6.28	3.24	2.72	0.96	381
1679	37.04	4.72	2.59	3.73	2.83	0.56	133
1680	33.34	7.58	3.81	4.11	2.54	0.77	375
1681	32.75	7.8	3.76	4.11	2.45	1.01	416
1682	34.35	6.38	3.71	4.01	2.61	0.92	423
1683	31.54	8.62	4.35	4.37	2.43	1.21	360
1684	31.72	8.96	3.23	4.53	2.48	0.81	312
1685	32.2	8.45	3.3	4.41	2.47	0.93	419
1686	31.58	8.41	4.57	4.34	2.44	1.33	438
1687	31.55	8.07	4.9	4.2	2.43	1.36	293
1688	33.46	6.73	4.37	4.12	2.56	1.18	289
1689	29.57	10.6	4	4.72	2.39	1.14	427
1690	26.26	13.02	4.45	5.33	2.22	1.11	407
1691	31.07	9.46	3.72	4.47	2.50	1	324
1692	31.4	8.76	3.95	4.63	2.56	0.91	318
1693	30.63	9.56	4.13	4.57	2.49	1.08	482
1694	30.31	9.65	3.99	4.72	2.52	1.02	521
1695	31.48	7.93	5.48	4.04	2.58	1.48	326
1696	32.92	7.6	3.48	4.77	2.62	0.7	256
1697	29.5	10.48	3.8	4.96	2.49	1	405
1698	32.44	8.4	3.42	4.61	2.61	0.77	401
1699	31.88	8.56	3.82	4.46	2.62	0.91	332
1700	33.36	7.54	3.63	4.23	2.65	0.77	283
1701	30.59	10.51	2.61	4.96	2.48	0.63	308
1702	31.66	9.45	2.97	4.78	2.54	0.64	401
1703	36.12	4.08	5.89	3.35	2.81	0.95	308
1704	36.44	3.91	5.47	3.41	2.83	0.98	340
1705	35.45	4.14	6.38	3.34	2.81	1.14	292
1706	36.25	4.07	5.69	3.33	2.76	1.04	402
1707	35.54	4.91	5.5	3.61	2.74	0.81	289
1708	35.09	5.41	5.38	3.53	2.72	0.92	366
1709	36.57	4	5.08	3.5	2.84	0.8	500
1710	35.4	5.07	4.79	3.6	2.78	0.81	359
1711	34.08	5.78	5.5	3.65	2.69	0.86	191
1712	36.06	4.44	5.05	3.53	2.78	0.82	338
1713	35.8	4.19	5.17	3.56	2.72	0.89	435
1714	36.83	3.33	4.84	3.55	2.80	0.79	454
1715	35.39	4.69	4.71	3.65	2.74	0.82	356
1716	36.59	3.85	4.34	3.6	2.75	0.72	384
1717	35.64	4.83	4.24	3.87	2.72	0.75	420
1718	32.29	7.8	4.31	4.51	2.48	0.67	415
1719	35.22	4.85	5.13	3.83	2.66	0.89	245
1720	34.51	6.47	3.72	4.05	2.71	0.65	278
1721	33.68	6.77	3.95	4.23	2.65	0.89	357
1722	36.43	3.73	4.95	3.43	2.85	1.37	218
1723	36.14	3.63	5.24	3.32	2.84	1.76	208
1724	34.78	4.84	5.1	3.5	2.80	1.6	194
1725	30.85	9.71	4.26	4.02	2.45	1.08	234
1726	29.58	10.66	4.41	4.6	2.41	1.1	268
1727	27.05	12.89	4.92	4.75	2.27	1.21	214
1728	32.16	7.18	6.13	3.75	2.66	1.49	382
1729	31.93	6.33	7.49	3.66	2.61	1.95	324
1730	33.14	5.57	6.71	3.41	2.65	1.95	487
1731	33.03	6.22	6.56	3.43	2.69	1.72	326
1732	27.73	11.74	4.31	5.37	2.34	0.84	180
1733	30.97	10.1	3.07	4.5	2.53	0.75	237
1734	28.74	12.83	2.91	4.36	2.27	0.62	307
1735	31.36	9.02	4.21	4.14	2.54	0.98	300
1736	32.55	8.33	3.74	3.85	2.57	0.85	269
1737	32.65	7.97	3.82	4.09	2.53	0.96	422
1738	30.48	10.22	3.61	4.25	2.39	1	421
1739	36.57	3.55	4.51	3.45	2.88	1.16	85
1740	32.72	8.67	3.42	3.87	2.62	0.84	250
1741	33.49	7.03	4.33	3.85	2.57	1.11	223
1742	36.26	3.43	5.14	3.34	2.83	1.36	178
1743	35.42	4.11	5.25	3.35	2.79	1.49	181
1744	36.01	4.13	4.64	3.36	2.84	1.4	189
1745	35.36	4.32	5.51	3.38	2.79	1.61	217
1746	34.75	5.99	3.67	3.77	2.72	1.21	130
1747	32.34	8.49	2.94	4.65	2.56	0.84	143
1748	28.25	13.12	3.38	4.32	2.29	0.79	180
1749	29.77	11.3	3.18	4.81	2.43	0.6	236
1750	29.13	12.02	3.04	4.42	2.36	0.84	326
1751	30.31	11.27	2.53	4.5	2.38	0.67	302
1752	31.37	9.28	3.52	4.41	2.34	0.86	368
1753	31.3	10.43	2.52	4.38	2.38	0.55	375
1754	30.98	9.95	3.52	4.3	2.34	0.75	288
1755	31.61	9.41	3.22	4.26	2.39	0.78	479
1756	30.79	9.71	3.71	4.31	2.32	0.91	400
1757	31.29	9.67	2.74	4.41	2.44	0.83	104
1758	31.39	9.7	2.76	4.35	2.40	0.77	290
1759	31.25	9.5	3.87	4.3	2.30	0.9	355
1760	30.81	9.6	4.44	4.1	2.45	1.12	246
1761	30.61	9.06	5.1	4.2	2.32	1.27	278
1762	29.08	10.93	3.95	4.71	2.32	1.14	260
1763	28.76	11.8	3.46	4.73	2.27	0.91	300
1764	31.11	9.57	3.24	4.58	2.36	0.78	222
1765	29.76	10.58	3.99	4.42	2.35	1.04	356
1766	32.45	9.06	2.84	4.32	2.41	0.65	279
1767	32.69	8.59	2.98	4.36	2.40	0.68	275
1768	34.66	7.27	2.47	4.01	2.57	0.64	131
1769	30.88	10.39	2.84	4.83	2.31	0.67	332
1770	30.92	10.83	2.61	4.54	2.36	0.64	348
1771	28.38	11.06	5.75	4.24	2.17	1.43	223
1772	28.34	11.98	4.2	4.47	2.16	1.04	152
1773	28.65	11.65	4.2	4.55	2.17	1.08	274
1774	28.8	11.28	4.54	4.32	2.18	1.19	407
1775	30.72	9.31	4.66	4.29	2.20	1.2	218
1776	16.9	21.25	2.48	8.7	1.61	0.48	163
1777	19.45	19.86	2.57	7.29	1.78	0.58	345
1778	19.39	19.41	2.01	8.04	1.83	0.38	198
1779	31.99	9.3	2.7	4.54	2.35	0.68	312
1780	27.04	13.52	2.14	6.09	2.17	0.48	202
1781	31.23	9.83	2.54	4.95	2.35	0.63	397
1782	31.93	9.53	2.22	4.75	2.35	0.47	295
1783	32.73	8.67	2.31	4.77	2.39	0.45	298
1784	28.9	12.27	3.12	4.6	2.26	0.66	204
1785	31.9	10.19	2.19	4.52	2.38	0.5	364
1786	32.13	9.75	2.49	4.49	2.41	0.54	349
1787	29.37	11.99	3.01	4.71	2.25	0.64	279
1788	33.2	8.54	2.83	4.16	2.48	0.66	290
1789	32.44	9.2	2.77	4.3	2.43	0.58	322
1790	34.63	6.75	3.83	3.59	2.62	0.52	310
1791	34.58	6.61	4.37	3.37	2.58	0.7	290
1792	34.78	6.08	4.31	3.56	2.62	0.7	159
1793	34.32	6.98	3.6	3.91	2.58	0.6	289
1794	33.28	7.94	3.86	3.88	2.52	0.74	325
1795	29.63	11.88	3.42	4.46	2.27	0.76	275
1796	29.25	11.77	3.2	4.74	2.25	0.78	318
1797	31.3	10.27	2.67	4.59	2.38	0.67	360
1798	31.49	9.75	2.86	4.62	2.40	0.63	337
1799	31.85	9.61	2.31	4.67	2.43	0.59	346
1800	32.56	9.12	2.19	4.52	2.43	0.45	365
1801	31.65	10.01	2.37	4.48	2.41	0.59	366
1802	30.52	10.58	2.99	4.56	2.32	0.69	399
1803	31.43	9.54	3.01	4.62	2.39	0.58	255
1804	33.28	7.83	3.64	4.1	2.53	0.69	379
1805	34.66	6.27	3.9	3.75	2.63	0.67	412
1806	34.41	7.41	2.25	4.15	2.58	0.57	380
1807	33.73	7.28	3.61	3.94	2.50	0.6	322
1808	34.95	6.51	3.3	3.81	2.67	0.61	269
1809	33.34	8.24	3.14	3.93	2.54	0.58	308
1810	33.21	8.26	3.13	4.16	2.50	0.48	280
1811	34.42	7.34	2.84	3.92	2.62	0.51	321
1812	34.89	6.91	2.97	3.73	2.69	0.5	331
1813	33.39	8.32	2.9	4.08	2.56	0.44	306
1814	34.48	5.34	5.19	3.54	2.66	1.24	267
1815	34.44	6.14	4.4	3.59	2.69	0.93	281
1816	31.98	8.04	3.85	4.45	2.50	1.04	183
1817	32.93	7.84	3.75	4.08	2.52	0.77	357
1818	32.59	8.71	3.57	4.08	2.50	0.66	409
1819	33.06	8.02	3.97	3.85	2.48	0.74	319
1820	33.18	7.7	4.25	3.83	2.50	0.78	372
1821	33.09	7.52	4.51	3.81	2.53	0.86	394
1822	34.1	6.7	4.47	3.55	2.57	0.76	432
1823	34.76	5.95	4.54	3.54	2.62	0.85	426
1824	34.92	5.92	4.36	3.59	2.67	0.91	309
1825	34.23	6.58	5.1	3.43	2.66	1	412
1826	35.46	5.99	3.99	3.5	2.74	0.76	406
1827	34.22	6.62	4.4	3.64	2.69	0.99	275
1828	35.37	5.37	4.4	3.39	2.81	1.03	325
1829	34.28	6.43	4.54	3.63	2.70	0.95	439
1830	34.83	5.45	4.61	3.68	2.74	1.13	352
1831	33.63	6.28	5.01	3.79	2.66	1.25	278
1832	34.79	5.06	5.27	3.49	2.71	1.28	214
1833	35.12	4.94	5.01	3.47	2.74	1.4	237
1834	34.84	4.75	5.5	3.51	2.75	1.37	273
1835	34.4	5.56	5.1	3.46	2.67	1.19	262
1836	33.95	5.69	5.67	3.33	2.67	1.5	337
1837	35.4	4.38	5.38	3.29	2.79	1.34	302
1838	33.54	7.05	4.16	4.06	2.60	0.84	337
1839	33.71	7.74	3.37	3.91	2.60	0.65	347
1840	33.42	7.61	4.34	3.65	2.60	0.83	444
1841	33.29	7.6	3.85	3.86	2.54	0.65	375
1842	34.22	6.38	3.89	3.92	2.62	1.19	325
1843	34.45	6.14	3.93	3.71	2.67	1.25	338
1844	33.68	6.29	4.48	3.88	2.61	1.42	332
1845	31.71	8.03	4.4	4.36	2.53	1.43	276
1846	33.52	6.33	4.57	3.89	2.66	1.46	282
1847	34.59	6.15	4.87	3.35	2.67	0.84	348
1848	33.75	6.86	4.74	3.45	2.63	0.91	405
1849	35.14	5.73	3.5	3.82	2.71	0.96	135
1850	34.99	5.33	4.68	3.5	2.67	0.9	237
1851	32.09	8.06	5	4.14	2.48	0.98	473
1852	25.02	13.76	4.6	5.86	2.00	1.42	368
1853	23.48	15.03	4.75	5.73	1.92	1.5	182
1854	29.75	9.74	4.89	4.45	2.39	1.41	233
1855	33.58	6.49	4.99	3.56	2.65	1.2	229
1856	33.78	6.91	5.12	3.33	2.60	0.92	338
1857	33.52	6.94	5.09	3.5	2.63	1.13	368
1858	33.47	6.86	5.05	3.63	2.65	1.19	222
1859	35.45	5.23	4.73	3.34	2.75	1.01	222
1860	35.16	5.47	4.66	3.49	2.72	0.94	273
1861	28.54	10.57	4.84	5.04	2.27	0.98	343
1862	30.09	9.6	5.19	4.21	2.32	1.04	276
1863	32.07	8.32	3.91	4.13	2.44	1.2	62
1864	31.57	8.18	5	4.16	2.50	0.91	235
1865	30.45	9.49	4.77	4.42	2.35	0.92	430
1866	33.18	7.76	4.16	3.9	2.57	0.72	279
1867	35.42	5.7	3.92	3.52	2.69	0.68	210
1868	32.61	8.64	4.61	3.57	2.50	0.82	440
1869	33	7.56	4.37	3.84	2.56	0.86	265
1870	33.66	6.94	4.83	3.81	2.61	0.7	277
1871	32.03	8.7	4.65	3.69	2.47	0.77	216
1872	33.61	7.19	5.12	3.45	2.53	0.85	279
1873	33.87	6.97	4.9	3.41	2.56	0.78	283
1874	33.76	6.66	5.66	3.24	2.53	0.77	228
1875	32.25	8.29	5.09	3.76	2.36	0.83	224
1876	32.29	8.93	2.76	4.5	2.29	0.7	296
1877	33.12	8.28	2.53	4.54	2.31	0.64	263
1878	31.38	9.73	2.82	4.61	2.22	0.69	263
1879	34.04	6.77	3.42	4.14	2.47	0.92	278
1880	30.45	9.89	3.88	4.65	2.31	0.99	425
1881	29.01	11.6	3.09	5.09	2.27	0.85	332
1882	29.79	10.9	3.27	4.59	2.29	0.9	253
1883	33.15	7.32	4.28	3.93	2.54	0.89	221
1884	30.86	8.89	5.11	4.27	2.39	1.02	331
1885	35.61	3.82	5.66	3.37	2.83	1.44	425
1886	37.39	2.89	4.63	3.37	2.92	1.12	413
1887	37.65	4.04	2.92	3.44	2.97	0.64	185
1888	36.72	3.55	4.64	3.47	2.91	1	393
1889	33.66	5.96	5.29	3.84	2.70	1.17	400
1890	26.71	12.76	4.24	5.21	2.04	1.13	115
1891	30.07	9.92	5.13	4.27	2.36	0.99	283
1892	31.27	8.43	5.42	4.02	2.38	1.38	222
1893	30.46	9.39	5.09	4.08	2.32	1.31	290
1894	31.28	8.98	4.56	4.14	2.57	0.87	183
1895	31.27	8.73	5.82	3.63	2.48	1.16	251
1896	34.11	6.69	4.98	3.3	2.58	0.95	326
1897	34.63	6.49	4.63	3.34	2.65	0.75	335
1898	33.84	6.45	5.33	3.52	2.62	1.14	281
1899	35.61	4.9	5.04	3.23	2.81	1.05	227
1900	35.14	5.51	4.78	3.25	2.80	0.97	222
1901	34.68	5.26	5.56	3.39	2.80	1.19	289
1902	33.15	7.12	5.73	3.45	2.67	1.12	214
1903	34.96	5.88	4.27	3.47	2.78	0.94	241
1904	35.05	5.48	4.9	3.36	2.79	1.25	390
1905	33.89	6.31	5.4	3.58	2.70	1.08	390
1906	34.46	6.1	4.68	3.61	2.75	0.91	253
1907	35.29	5.39	4.52	3.57	2.80	0.95	325
1908	33.75	5.6	5.63	3.77	2.72	1.4	292
1909	27.49	11.5	4.84	5.46	2.30	1.18	422
1910	32.95	6.79	5.33	3.77	2.60	1.29	352
1911	32.74	8.43	3.11	4.11	2.50	0.83	202
1912	34.76	5.12	5.33	3.56	2.71	1.09	352
1913	34.11	6.23	4.71	3.76	2.69	0.94	479
1914	36.62	3.4	5.2	3.38	2.89	1.08	309
1915	35.44	5.33	4.09	3.68	2.85	1.04	384
1916	36.25	3.84	5.33	3.38	2.89	1.05	414
1917	36.44	3.99	4.78	3.42	2.89	1.02	457
1918	36.59	3.17	5.5	3.28	2.88	1.27	499
1919	35.9	4.06	5.2	3.38	2.89	1.27	353
1920	36.16	3.91	5.05	3.43	2.91	1.14	378
1921	36.02	4.16	4.55	3.42	2.84	1.21	336
1922	36.12	3.49	5.41	3.37	2.88	1.38	357
1923	31.71	7.77	4.91	4.41	2.66	1.25	391
1924	30.97	8.56	4.58	4.61	2.56	1.24	293
1925	31.15	8.8	3.99	4.55	2.60	1.03	425
1926	30.34	9.11	4.76	4.58	2.56	1.16	331
1927	30.52	8.77	4.82	4.79	2.54	1.11	378
1928	31.65	8.41	4.03	4.42	2.56	1.25	433
1929	27.5	12.13	3.92	5.39	2.40	1.04	239
1930	32.09	7.91	4.31	4.12	2.47	1.29	172
1931	30.46	9.07	4.57	4.55	2.39	1.28	292
1932	29.8	9.57	4.51	4.8	2.38	1.21	124
1933	31.98	8.51	4.57	4.02	2.58	0.83	271
1934	32.89	7.18	4.97	3.95	2.61	0.72	272
1935	35.81	5.09	3.78	3.72	2.83	0.75	144
1936	34.91	5.72	4.43	3.54	2.71	0.69	154
1937	32.18	8.88	3.84	3.79	2.63	0.69	140
1938	33.26	7.01	5.68	3.55	2.66	0.71	186
1939	33.02	7.76	4.78	3.3	2.54	0.69	243
1940	33.7	6.3	5.26	3.59	2.74	1.01	251
1941	33.1	7.68	4.73	3.45	2.63	0.75	269
1942	33.54	6.51	6.2	3.11	2.66	0.96	285
1943	32.86	7.17	5.88	3.35	2.62	1	176
1944	33.51	7.42	3.06	4.37	2.62	0.74	346
1945	32.8	7.76	3.51	4.45	2.62	0.74	309
1946	33.92	6.57	3.94	4.23	2.76	0.73	125
1947	34.24	6.58	3.58	4.15	2.78	0.76	285
1948	31.53	9.14	2.96	4.79	2.53	0.67	357
1949	36.05	4.87	3.98	3.42	2.76	1.18	398
1950	35.48	5	4.06	3.67	2.69	1.17	324
1951	34	7.15	3.27	4.04	2.67	0.92	296
1952	35.17	5.9	3.21	3.87	2.74	0.82	375
1953	35.42	5.98	2.96	4.01	2.87	0.58	331
1954	33.63	7.27	3.19	4.38	2.66	0.75	357
1955	34.07	5.95	4.59	3.89	2.63	1.09	258
1956	34.66	5.96	4.39	3.73	2.62	0.96	344
1957	34.55	6.19	4.26	3.87	2.62	0.82	232
1958	35.04	5.69	3.39	3.97	2.80	0.98	156
1959	34.09	6.67	3.29	4.25	2.70	0.72	343
1960	34.46	6.16	4.12	3.88	2.72	0.76	277
1961	33.2	7.19	4.9	3.93	2.69	0.83	298
1962	34.27	6.73	3.8	3.8	2.65	0.76	275
1963	35.77	5.06	4.29	3.58	2.71	0.73	280
1964	32.4	9.26	3.77	3.81	2.49	0.62	289
1965	33.35	7.76	3.54	4.05	2.56	0.74	314
